N,Optimal/Feasible,Time,Risk,Marginal
54,Optimal,12.83,3060,=D55 - D54
55,Optimal,16.09,3240,=D56 - D55
56,Optimal,11.89,3600,=D57 - D56
57,Optimal,12.36,3960,=D58 - D57
58,Optimal,12.89,4320,=D59 - D58
59,Optimal,15.50,4680,=D60 - D59
60,Optimal,11.92,5040,=D61 - D60
61,Optimal,9.80,5400,=D62 - D61
62,Optimal,10.67,5760,=D63 - D62
63,Optimal,18.88,6120,=D64 - D63
64,Optimal,10.27,6480,=D65 - D64
65,Optimal,8.86,6840,=D66 - D65
66,Optimal,9.52,7200,=D67 - D66
67,Optimal,23.48,7560,=D68 - D67
68,Optimal,13.52,7920,=D69 - D68
69,Optimal,38.67,8280,=D70 - D69
70,Optimal,113.95,8640,=D71 - D70
71,Optimal,17.52,9000,=D72 - D71
72,Optimal,22.48,9360,=D73 - D72
73,Optimal,15.30,9900,=D74 - D73
74,Optimal,11.94,10440,=D75 - D74
75,Optimal,12.45,11160,=D76 - D75
76,Optimal,26.56,11880,=D77 - D76
77,Optimal,35.63,12600,=D78 - D77
78,Optimal,19.91,13320,=D79 - D78
79,Optimal,50.81,14040,=D80 - D79
80,Optimal,27.03,14760,=D81 - D80
81,Optimal,34.72,15480,=D82 - D81
82,Optimal,14.61,16200,=D83 - D82
83,Optimal,9.84,16920,=D84 - D83
84,Optimal,16.38,17640,=D85 - D84
85,Optimal,8.94,18360,=D86 - D85
86,Optimal,23.38,19080,=D87 - D86
87,Optimal,8.09,19800,=D88 - D87
88,Optimal,39.66,20520,=D89 - D88
89,Optimal,10.16,21240,=D90 - D89
90,Optimal,60.52,21960,=D91 - D90
91,Optimal,9.94,22680,=D92 - D91
92,Optimal,8.14,23400,=D93 - D92
93,Optimal,12.02,24120,=D94 - D93
94,Optimal,8.20,24840,=D95 - D94
95,Optimal,18.94,25560,=D96 - D95
96,Optimal,9.09,26280,=D97 - D96
97,Optimal,36.77,27000,=D98 - D97
98,Optimal,10.91,27720,=D99 - D98
99,Optimal,27.73,28440,=D100 - D99
100,Optimal,4.27,29160,=D101 - D100
101,Optimal,7.98,29880,=D102 - D101
102,Optimal,3.73,30780,=D103 - D102
103,Optimal,5.11,32040,=D104 - D103
104,Optimal,6.94,33300,=D105 - D104
105,Optimal,15.23,34560,=D106 - D105
106,Optimal,18.17,35820,=D107 - D106
107,Optimal,22.73,37080,=D108 - D107
108,Optimal,80.05,38340,=D109 - D108
109,Optimal,33.47,39600,=D110 - D109
110,Optimal,28.95,40860,=D111 - D110
111,Optimal,16.41,42120,=D112 - D111
112,Optimal,25.27,43380,=D113 - D112
113,Optimal,43.16,44640,=D114 - D113
114,Optimal,38.17,45900,=D115 - D114
115,Optimal,48.70,47160,=D116 - D115
116,Optimal,0.94,48420,=D117 - D116
117,Optimal,0.11,49860,=D118 - D117
118,Optimal,7.11,51300,=D119 - D118
119,Optimal,10.86,52740,=D120 - D119
120,Optimal,8.48,54180,=D121 - D120
121,Optimal,0.05,55620,=D122 - D121
122,Optimal,1.98,57060,=D123 - D122
123,Optimal,0.03,58500,=D124 - D123
124,Optimal,0.09,59940,=D125 - D124
125,Optimal,0.03,61380,=D126 - D125
126,Optimal,0.13,62820,=D127 - D126
127,Optimal,0.09,64260,=D128 - D127
128,Optimal,0.11,65700,=D129 - D128
129,Optimal,0.02,67140,=D130 - D129
